Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"FileFileFilter.java",1,1,1,1,7,0,2,4,,,,1,0,2,2,,2,2,0,2,,0,0,1,1,,63,6,13,9,3,44,,,,6,9,8,1,,,,,,1,1,1,1,,,0,,,,3.38,2,2,2,2
File,"FileFilterTestCase.java",2,2,2,1,26,3,22,1,,,,1,0,2,50,,50,50,1,50,,0,1,0,49,,1529,242,1188,307,913,120,,,,749,891,247,644,,,,,,8,8,8,1,,,2,,,,0.10,120,120,121,50
File,"FileFilterUtils.java",1,1,1,1,15,0,4,11,,,,1,42,2,43,,43,1,0,43,,0,1,0,42,,788,50,198,70,80,540,,,,77,138,68,70,,,,,,6,6,6,1,,,3,,,,2.73,60,60,60,43
File,"FileSystem.java",1,1,2,1,12,0,5,7,,,,1,4,5,17,,15,13,10,17,,1,4,0,12,,357,28,131,55,57,199,,,,55,82,36,46,,,,,,7,7,7,5,,,2,,,,1.52,32,32,34,24
File,"FileSystemTestCase.java",3,3,3,1,11,0,11,1,,,,1,0,0,5,,5,5,0,5,,0,0,0,5,,90,8,65,18,32,22,,,,33,58,25,33,,,,,,6,6,6,1,,,2,,,,0.34,18,18,18,5
File,"FileSystemUtils.java",3,3,4,1,33,1,15,16,,,,1,5,8,13,,13,8,3,13,,7,0,0,6,,576,41,271,73,187,269,,,,131,179,66,113,,,,,,8,8,11,5,,,2,,,,0.99,46,43,52,23
File,"FileSystemUtilsTestCase.java",1,1,2,1,12,0,12,0,,,,5,0,0,41,,41,41,3,41,,1,0,2,38,,628,47,532,169,346,50,,,,185,266,123,143,,,,,,6,6,9,1,,,3,,,,0.09,79,79,82,41
File,"FileUtils.java",2,2,2,1,23,0,8,14,,,,1,120,15,121,,121,1,0,121,,1,19,0,101,,3173,193,1112,284,602,1876,,,,415,732,251,481,,,,,,11,11,13,6,,,5,,,,1.69,305,305,324,145
File,"FileUtilsCleanDirectoryTestCase.java",1,1,2,1,12,2,9,0,,,,1,0,0,7,,7,7,2,7,,0,1,0,6,,148,31,91,35,47,26,,,,49,63,27,36,,,,,,3,3,4,1,,,1,,,,0.29,13,13,15,7
File,"FileUtilsCleanSymlinksTestCase.java",1,1,1,1,20,4,14,1,,,,1,0,0,10,,10,10,2,10,,0,1,0,9,,271,67,169,64,116,36,,,,121,140,54,86,,,,,,2,2,2,1,,,1,,,,0.21,18,18,18,10
File,"FileUtilsCopyToFileTestCase.java",1,1,1,1,7,0,4,2,,,,2,0,0,7,,7,7,4,7,,0,1,0,6,,102,15,58,29,18,29,,,,28,40,24,16,,,,,,2,2,2,1,,,1,,,,0.50,8,8,8,7
File,"FileUtilsDirectoryContainsTestCase.java",1,1,1,1,8,0,7,0,,,,1,0,0,12,,12,12,10,12,,0,0,0,12,,178,25,123,53,61,30,,,,74,90,39,51,,,,,,2,2,2,1,,,1,,,,0.24,15,15,15,12
File,"FileUtilsFileNewerTestCase.java",1,1,1,1,14,0,7,6,,,,1,0,2,8,,8,8,3,8,,0,1,1,6,,179,20,87,38,41,72,,,,46,61,31,30,,,,,,3,3,3,1,,,1,,,,0.83,12,12,12,8
File,"FileUtilsListFilesTestCase.java",1,1,1,1,20,2,17,1,,,,1,0,0,7,,7,7,1,7,,0,3,0,4,,201,28,146,44,102,27,,,,117,129,39,90,,,,,,2,2,2,1,,,1,,,,0.18,10,10,10,7
File,"FileUtilsTestCase.java",1,1,1,1,16,1,14,1,,,,6,0,8,158,,158,158,5,158,,3,4,2,149,,3128,426,2427,856,1711,284,,,,1361,1687,655,1032,,,,,,18,18,18,1,,,3,,,,0.12,284,284,286,158
File,"FileUtilsWaitForTestCase.java",1,1,1,1,9,0,9,0,,,,2,0,0,3,,3,3,0,3,,0,0,0,3,,63,7,32,16,16,24,,,,20,24,14,10,,,,,,1,1,1,1,,,0,,,,0.75,3,3,3,3
File,"FileWriterWithEncoding.java",1,1,1,1,12,0,4,7,,,,1,1,0,20,,20,19,1,20,,0,1,0,19,,330,24,116,45,45,190,,,,45,74,34,40,,,,,,9,9,9,4,,,3,,,,1.64,28,28,28,23
File,"FileWriterWithEncodingTest.java",1,1,1,1,10,0,10,0,,,,1,0,0,16,,16,16,6,16,,0,3,0,13,,262,28,203,70,119,34,,,,115,146,57,89,,,,,,5,5,5,1,,,3,,,,0.17,26,26,26,16
File,"FilenameUtils.java",4,4,5,2,32,0,13,17,,,,1,44,15,45,,45,1,0,45,,2,10,0,33,,1648,93,652,141,418,913,,,,306,483,147,336,,,,,,22,22,31,14,,,5,,,,1.40,186,186,230,134
File,"FilenameUtilsTestCase.java",1,1,1,1,26,2,23,2,,,,1,0,2,39,,39,39,5,39,,0,0,0,39,,1175,133,991,104,827,124,,,,799,862,64,798,,,,,,5,5,5,1,,,2,,,,0.13,58,58,58,39
File,"FilenameUtilsWildcardTestCase.java",1,1,1,1,24,2,20,1,,,,1,0,1,8,,8,8,0,8,,0,1,0,7,,246,33,184,37,146,29,,,,146,159,24,135,,,,,,3,3,3,1,,,3,,,,0.16,10,10,10,8
File,"FullClassNameMatcher.java",1,1,1,1,5,0,3,2,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,49,5,15,10,2,29,,,,8,11,9,2,,,,,,1,1,1,1,,,0,,,,1.93,2,2,2,2
File,"FullClassNameMatcherTest.java",1,1,1,1,4,0,4,0,,,,1,0,1,2,,2,2,0,2,,0,0,0,2,,42,6,18,12,6,18,,,,10,13,10,3,,,,,,1,1,1,1,,,0,,,,1.00,2,2,2,2
File,"HexDump.java",3,3,4,1,27,0,14,11,,,,1,3,3,4,,4,1,0,4,,0,2,0,2,,162,12,75,24,41,75,,,,39,54,20,34,,,,,,9,9,11,1,,,3,,,,1.00,14,14,16,4
File,"HexDumpTest.java",8,8,9,1,68,7,58,3,,,,1,0,0,3,,3,3,0,3,,0,2,0,1,,242,29,185,27,143,28,,,,141,168,39,129,,,,,,23,23,23,1,,,3,,,,0.15,26,26,27,3
File,"HiddenFileFilter.java",1,1,1,1,7,0,2,5,,,,1,0,3,2,,2,2,0,2,,0,0,1,1,,79,8,14,10,4,57,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,,4.07,2,2,2,2
File,"IOCase.java",1,1,1,1,11,0,4,7,,,,1,1,1,14,,12,13,5,14,,1,1,0,12,,251,20,69,23,27,162,,,,26,46,21,25,,,,,,4,4,4,4,,,3,,,,2.35,23,23,25,19
File,"IOCaseTestCase.java",2,2,2,1,16,1,14,0,,,,1,0,1,18,,18,18,0,18,,0,1,0,17,,381,49,299,53,232,33,,,,198,240,36,204,,,,,,7,7,7,1,,,1,,,,0.11,42,42,42,18
File,"IOExceptionWithCause.java",1,1,1,1,14,0,3,11,,,,1,0,1,2,,2,2,0,2,,0,0,0,2,,66,7,12,7,3,47,,,,5,8,6,2,,,,,,1,1,1,1,,,0,,,,3.92,2,2,2,2
File,"IOExceptionWithCauseTestCase.java",1,1,1,1,7,0,5,2,,,,1,0,0,3,,3,3,0,3,,1,0,0,2,,59,9,24,15,9,26,,,,14,18,13,5,,,,,,1,1,1,1,,,0,,,,1.08,3,3,3,3
File,"IOFileFilter.java",0,0,0,0,0,0,0,0,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,55,5,10,9,0,40,,,,6,7,7,0,,,,,,0,0,0,0,,,0,,,,4.00,0,0,0,0
File,"IOFileFilterAbstractTestCase.java",1,1,1,1,5,0,4,0,,,,3,8,2,18,,18,10,2,18,,0,0,0,18,,152,26,106,36,45,20,,,,36,67,33,34,,,,,,3,3,4,1,,,2,,,,0.19,26,26,27,18
File,"IOUtils.java",1,1,1,1,22,0,6,15,,,,1,131,11,132,,132,1,2,132,,0,0,0,132,,3293,177,890,316,407,2237,,,,336,576,250,326,,,,,,6,6,8,4,,,2,,,,2.51,241,241,248,150
File,"IOUtilsCopyTestCase.java",1,1,1,1,10,1,8,0,,,,1,0,1,28,,28,28,1,28,,0,1,0,27,,438,76,304,178,182,79,,,,202,231,134,97,,,,,,1,1,1,1,,,0,,,,0.26,28,28,28,28
File,"IOUtilsTestCase.java",1,1,1,1,10,0,8,0,,,,14,0,2,133,,133,133,4,133,,0,4,0,129,,1544,214,1209,359,818,123,,,,684,892,363,529,,,,,,5,5,5,1,,,2,,,,0.10,167,167,167,133
File,"IOUtilsWriteTestCase.java",1,1,1,1,11,1,9,0,,,,1,0,1,53,,53,53,1,53,,0,0,0,53,,786,160,587,290,383,54,,,,362,431,218,213,,,,,,2,2,2,1,,,1,,,,0.09,68,68,68,53
File,"InfiniteCircularInputStream.java",1,1,1,1,6,0,3,3,,,,1,0,0,2,,2,2,2,2,,0,0,0,2,,51,6,14,8,4,31,,,,7,10,7,3,,,,,,1,1,1,1,,,0,,,,2.21,2,2,2,2
File,"InfiniteCircularInputStreamTest.java",1,1,1,1,9,1,7,0,,,,1,0,0,3,,3,3,0,3,,0,1,0,2,,61,12,33,20,15,16,,,,21,27,19,8,,,,,,2,2,2,1,,,1,,,,0.48,4,4,4,3
File,"LastModifiedFileComparator.java",3,3,3,3,21,0,10,11,,,,1,0,3,1,,1,1,0,1,,0,0,0,1,,79,6,20,11,10,53,,,,11,15,10,5,,,,,,3,3,3,3,,,1,,,,2.65,3,3,3,3
File,"LastModifiedFileComparatorTest.java",6,6,6,1,46,2,44,0,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,80,7,54,14,36,19,,,,29,37,13,24,,,,,,6,6,6,1,,,1,,,,0.35,6,6,6,1
File,"LineIterator.java",2,2,2,1,15,0,8,6,,,,1,1,0,8,,8,7,3,8,,0,0,1,7,,200,13,86,26,43,101,,,,34,56,21,35,,,,,,8,8,8,7,,,4,,,,1.17,21,21,21,14
File,"LineIteratorTestCase.java",1,1,1,1,13,1,10,1,,,,3,0,0,26,,26,26,1,26,,0,7,1,18,,444,58,315,123,194,71,,,,167,222,108,114,,,,,,6,6,6,1,,,3,,,,0.23,48,48,48,26
File,"LockableFileWriter.java",1,1,1,1,13,0,5,7,,,,1,0,1,20,,20,20,2,20,,0,3,0,17,,359,30,127,45,54,202,,,,49,80,35,45,,,,,,4,4,4,1,,,2,,,,1.59,28,28,28,20
File,"LockableFileWriterTest.java",1,1,1,1,13,0,11,1,,,,1,0,0,9,,9,9,6,9,,0,1,0,8,,190,21,130,34,79,39,,,,76,97,32,65,,,,,,3,3,3,1,,,2,,,,0.30,16,16,16,9
File,"MagicNumberFileFilter.java",2,2,2,1,29,0,10,19,,,,1,0,1,6,,6,6,2,6,,0,0,0,6,,271,14,75,23,38,184,,,,36,53,20,33,,,,,,4,4,6,4,,,4,,,,2.45,15,15,17,9
File,"MessageDigestCalculatingInputStream.java",1,1,1,1,7,0,3,4,,,,2,0,0,7,,7,7,2,7,,0,0,0,7,,102,12,36,18,9,54,,,,16,25,16,9,,,,,,1,1,1,1,,,0,,,,1.50,7,7,7,7
File,"MessageDigestCalculatingInputStreamTest.java",1,1,1,1,9,0,9,0,,,,1,1,0,2,,2,1,0,2,,0,0,0,2,,50,6,28,16,13,16,,,,18,23,16,7,,,,,,2,2,2,1,,,2,,,,0.57,3,3,3,2
File,"MockSerializedClass.java",1,1,1,1,4,0,4,0,,,,1,0,1,3,,3,3,1,3,,1,0,0,2,,44,6,20,10,6,18,,,,8,13,8,5,,,,,,2,2,2,1,,,1,,,,0.90,4,4,4,3
File,"MoreComplexObject.java",1,1,1,1,4,0,4,0,,,,1,0,1,2,,2,2,7,2,,1,0,0,1,,53,5,26,19,11,22,,,,19,23,19,4,,,,,,2,2,2,1,,,1,,,,0.85,3,3,3,2
File,"MoreComplexObjectTest.java",1,1,1,1,10,0,7,2,,,,1,0,0,5,,5,5,2,5,,0,1,0,4,,104,10,59,33,26,35,,,,25,31,24,7,,,,,,1,1,1,1,,,0,,,,0.59,5,5,5,5
File,"NameFileComparator.java",1,1,1,1,8,0,3,5,,,,1,0,7,4,,4,4,1,4,,0,0,0,4,,116,15,29,20,11,72,,,,17,22,18,4,,,,,,2,2,2,1,,,0,,,,2.48,5,5,5,4
File,"NameFileComparatorTest.java",1,1,1,1,11,0,10,1,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,58,7,30,14,16,22,,,,22,25,12,13,,,,,,1,1,1,1,,,0,,,,0.73,2,2,2,2
File,"NameFileFilter.java",2,2,2,1,13,0,7,6,,,,1,0,1,9,,9,9,2,9,,0,0,0,9,,190,14,76,23,36,100,,,,35,57,23,34,,,,,,4,4,4,3,,,3,,,,1.32,22,22,22,13
File,"NotFileFilter.java",1,1,1,1,9,0,3,6,,,,1,0,1,4,,4,4,1,4,,0,0,0,4,,81,8,25,13,7,48,,,,10,16,10,6,,,,,,2,2,2,1,,,1,,,,1.92,5,5,5,4
File,"NullInputStream.java",1,1,1,1,15,0,6,8,,,,1,0,0,16,,16,16,7,16,,0,1,2,13,,340,21,133,41,65,186,,,,58,90,32,58,,,,,,4,4,4,3,,,1,,,,1.40,31,31,31,18
File,"NullInputStreamTest.java",2,2,2,1,18,1,14,1,,,,2,0,0,10,,10,10,0,10,,0,0,2,8,,237,33,167,49,110,40,,,,103,130,48,82,,,,,,6,6,6,1,,,1,,,,0.24,26,26,26,10
File,"NullOutputStream.java",1,1,1,1,9,0,2,7,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,69,7,15,11,1,47,,,,4,8,8,0,,,,,,1,1,1,1,,,0,,,,3.13,3,3,3,3
File,"NullOutputStreamTest.java",1,1,1,1,6,0,6,0,,,,1,0,0,3,,3,3,0,3,,0,1,0,2,,55,9,27,9,12,19,,,,13,19,7,12,,,,,,1,1,1,1,,,1,,,,0.70,3,3,3,3
File,"NullPrintStream.java",1,1,1,1,3,0,3,0,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,39,6,9,6,2,24,,,,4,6,5,1,,,,,,1,1,1,1,,,0,,,,2.67,1,1,1,1
File,"NullPrintStreamTest.java",1,1,1,1,6,0,6,0,,,,1,0,0,3,,3,3,0,3,,0,1,0,2,,55,9,27,9,12,19,,,,13,19,7,12,,,,,,1,1,1,1,,,1,,,,0.70,3,3,3,3
File,"NullReader.java",1,1,1,1,15,0,6,8,,,,1,0,0,15,,15,15,7,15,,0,1,2,12,,323,20,122,38,58,181,,,,54,83,30,53,,,,,,4,4,4,1,,,1,,,,1.48,28,28,28,15
File,"NullReaderTest.java",2,2,2,1,17,1,14,1,,,,2,0,0,10,,10,10,0,10,,0,0,2,8,,234,33,164,49,107,40,,,,100,127,48,79,,,,,,6,6,6,1,,,1,,,,0.24,26,26,26,10
File,"NullWriter.java",1,1,1,1,7,0,2,5,,,,1,0,1,11,,11,11,0,11,,0,0,0,11,,140,15,40,25,4,85,,,,6,18,15,3,,,,,,1,1,1,1,,,0,,,,2.12,11,11,11,11
File,"NullWriterTest.java",1,1,1,1,11,0,11,0,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,41,4,16,6,8,21,,,,9,12,5,7,,,,,,1,1,1,1,,,1,,,,1.31,1,1,1,1
File,"ObservableInputStream.java",2,2,2,1,10,0,6,4,,,,2,0,0,20,,20,20,1,20,,0,0,6,14,,275,26,136,41,70,113,,,,51,96,42,54,,,,,,5,5,5,3,,,2,,,,0.83,40,40,40,22
File,"ObservableInputStreamTest.java",1,1,1,1,13,0,13,0,,,,3,0,0,6,,6,6,6,6,,0,0,0,6,,139,11,108,46,65,20,,,,71,83,37,46,,,,,,5,5,5,5,,,3,,,,0.19,11,11,11,10
File,"OrFileFilter.java",2,2,2,1,10,0,6,4,,,,1,0,1,10,,10,10,1,10,,0,0,0,10,,166,14,82,30,35,70,,,,34,56,24,32,,,,,,5,5,5,3,,,3,,,,0.85,20,20,21,14
File,"OrFileFilterTestCase.java",1,1,1,1,21,1,16,3,,,,1,0,2,11,,11,11,5,11,,0,0,10,1,,294,35,208,62,143,51,,,,151,165,52,113,,,,,,2,2,2,1,,,1,,,,0.25,12,12,12,11
File,"PathFileComparator.java",1,1,1,1,9,0,3,6,,,,1,0,7,4,,4,4,1,4,,0,0,0,4,,117,15,29,20,11,73,,,,17,22,18,4,,,,,,2,2,2,1,,,0,,,,2.52,5,5,5,4
File,"PathFileComparatorTest.java",1,1,1,1,11,0,10,1,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,58,8,30,14,16,21,,,,22,25,12,13,,,,,,1,1,1,1,,,0,,,,0.70,2,2,2,2
File,"PeekableInputStream.java",2,2,2,1,15,0,7,8,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,94,6,34,8,16,54,,,,14,23,9,14,,,,,,3,3,3,1,,,1,,,,1.59,8,8,8,4
File,"PrefixFileFilter.java",2,2,2,1,14,0,7,7,,,,1,0,1,9,,9,9,2,9,,0,0,0,9,,197,16,76,23,36,105,,,,35,57,23,34,,,,,,4,4,4,3,,,3,,,,1.38,22,22,22,13
File,"ProxyInputStream.java",1,1,1,1,13,0,6,7,,,,1,0,0,13,,13,13,0,13,,0,0,3,10,,239,17,95,31,46,127,,,,37,58,22,36,,,,,,3,3,3,1,,,1,,,,1.34,22,22,22,13
File,"ProxyOutputStream.java",1,1,1,1,13,0,5,7,,,,1,0,0,9,,9,9,0,9,,0,0,3,6,,170,12,63,20,29,95,,,,23,38,15,23,,,,,,3,3,3,1,,,1,,,,1.51,15,15,15,9
File,"ProxyOutputStreamTest.java",1,1,1,1,6,0,6,0,,,,2,0,0,4,,4,4,2,4,,0,0,0,4,,62,9,34,16,13,19,,,,17,23,14,9,,,,,,2,2,2,1,,,1,,,,0.56,5,5,5,4
File,"ProxyReader.java",1,1,1,1,14,0,6,7,,,,1,0,0,14,,14,14,0,14,,0,0,3,11,,262,18,112,35,57,132,,,,45,69,25,44,,,,,,3,3,3,1,,,1,,,,1.18,26,26,26,14
File,"ProxyReaderTest.java",1,1,1,1,4,0,3,0,,,,3,0,0,6,,6,6,0,6,,2,0,0,4,,69,9,38,20,11,22,,,,16,25,16,9,,,,,,2,2,2,1,,,0,,,,0.58,8,8,8,6
File,"ProxyWriter.java",1,1,1,1,15,0,7,7,,,,1,0,0,14,,14,14,0,14,,0,0,3,11,,274,20,127,32,70,127,,,,51,79,22,57,,,,,,3,3,3,1,,,2,,,,1.00,27,27,27,14
File,"ProxyWriterTest.java",1,1,1,1,7,0,7,0,,,,11,0,0,31,,31,31,0,31,,0,0,0,31,,272,25,226,50,113,21,,,,50,113,39,74,,,,,,1,1,1,1,,,1,,,,0.09,31,31,31,31
File,"ReaderInputStream.java",2,2,2,1,15,0,7,7,,,,1,0,1,12,,12,12,6,12,,0,1,0,11,,297,19,116,40,57,163,,,,58,80,35,45,,,,,,8,8,12,5,,,3,,,,1.41,24,24,31,19
File,"ReaderInputStreamTest.java",1,1,1,1,8,0,7,0,,,,1,0,2,10,,10,10,2,10,,0,2,0,8,,148,16,109,52,58,24,,,,62,81,43,38,,,,,,4,4,4,3,,,3,,,,0.22,15,15,15,12
File,"RegexFileFilter.java",2,2,2,1,13,0,6,6,,,,1,0,1,5,,5,5,1,5,,0,0,0,5,,122,12,41,15,17,69,,,,18,29,14,15,,,,,,3,3,4,1,,,1,,,,1.68,10,10,11,5
File,"RegexFileFilterTestCase.java",4,4,4,1,35,4,28,3,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,112,17,70,16,48,25,,,,41,50,14,36,,,,,,5,5,5,1,,,1,,,,0.36,8,8,9,2
File,"RegexpClassNameMatcher.java",1,1,1,1,7,0,4,3,,,,1,0,0,3,,3,3,1,3,,0,0,0,3,,59,6,18,8,5,36,,,,7,12,7,5,,,,,,2,2,2,1,,,1,,,,2.00,4,4,4,3
File,"RegexpClassNameMatcherTest.java",1,1,1,1,4,0,4,0,,,,1,0,0,5,,5,5,0,5,,0,0,0,5,,61,9,34,19,12,18,,,,17,23,14,9,,,,,,1,1,1,1,,,0,,,,0.53,5,5,5,5
File,"ReverseComparator.java",1,1,1,1,10,0,4,6,,,,1,0,1,3,,3,3,1,3,,0,0,0,3,,69,7,22,12,6,41,,,,10,15,10,5,,,,,,2,2,2,1,,,1,,,,1.86,4,4,4,3
File,"ReversedLinesFileReader.java",2,2,3,1,23,1,11,11,,,,2,0,2,14,,14,14,14,14,,0,5,0,9,,422,52,202,66,118,178,,,,110,153,66,87,,,,,,8,8,13,5,,,3,,,,0.88,41,41,50,22
File,"ReversedLinesFileReaderTestParamBlockSize.java",1,1,1,1,5,0,5,0,,,,1,3,13,23,,23,20,2,23,,2,1,0,20,,238,33,179,96,88,27,,,,103,132,77,55,,,,,,3,3,3,1,,,2,,,,0.15,28,28,28,23
File,"ReversedLinesFileReaderTestParamFile.java",2,2,2,1,14,0,12,1,,,,1,1,0,5,,5,4,8,5,,0,0,0,5,,135,14,97,40,47,24,,,,44,56,35,21,,,,,,4,4,4,1,,,1,,,,0.25,12,12,12,5
File,"ReversedLinesFileReaderTestSimple.java",1,1,1,1,5,0,5,0,,,,1,0,0,4,,4,4,1,4,,0,0,0,4,,67,13,37,23,13,17,,,,20,26,19,7,,,,,,2,2,2,1,,,1,,,,0.46,5,5,5,4
File,"SelectorAdapter.java",1,1,1,1,2,0,2,0,,,,1,0,0,9,,9,9,0,9,,0,0,0,9,,75,12,43,25,8,20,,,,14,24,16,8,,,,,,1,1,1,1,,,0,,,,0.47,9,9,9,9
File,"SizeFileComparator.java",2,2,3,1,15,0,7,7,,,,1,0,5,4,,4,4,1,4,,0,0,0,4,,142,13,46,21,25,83,,,,24,33,19,14,,,,,,7,7,9,3,,,1,,,,1.80,10,10,12,6
File,"SizeFileComparatorTest.java",2,2,2,1,19,0,16,2,,,,1,0,0,3,,3,3,4,3,,0,0,0,3,,104,8,70,25,38,26,,,,41,51,22,29,,,,,,4,4,4,1,,,1,,,,0.37,6,6,6,3
File,"SizeFileFilter.java",1,1,1,1,12,0,4,8,,,,1,0,1,4,,4,4,2,4,,0,0,0,4,,107,8,28,15,10,71,,,,14,20,13,7,,,,,,2,2,2,1,,,1,,,,2.54,7,7,7,4
File,"StringBuilderWriter.java",1,1,1,1,8,0,3,5,,,,1,0,1,12,,12,12,1,12,,0,0,0,12,,164,16,56,26,16,92,,,,18,33,18,15,,,,,,2,2,2,1,,,1,,,,1.64,15,15,15,12
File,"StringBuilderWriterTest.java",1,1,1,1,7,0,7,0,,,,1,0,1,12,,12,12,0,12,,0,0,0,12,,152,18,114,34,56,20,,,,49,75,22,53,,,,,,2,2,2,1,,,2,,,,0.18,13,13,13,12
File,"SuffixFileFilter.java",2,2,2,1,14,0,7,7,,,,1,0,1,9,,9,9,2,9,,0,0,0,9,,198,16,76,23,36,106,,,,35,57,23,34,,,,,,4,4,4,3,,,3,,,,1.39,22,22,22,13
File,"SwappedDataInputStream.java",1,1,1,1,12,0,5,6,,,,1,0,0,16,,16,16,0,16,,0,0,0,16,,266,25,117,58,24,124,,,,27,46,27,19,,,,,,3,3,3,1,,,2,,,,1.06,18,18,18,16
File,"SwappedDataInputStreamTest.java",1,1,1,1,4,0,4,0,,,,1,0,0,16,,16,16,2,16,,0,0,0,16,,150,25,104,47,43,21,,,,41,59,32,27,,,,,,2,2,2,1,,,1,,,,0.20,17,17,17,16
File,"SystemDefaults.java",0,0,0,0,0,0,0,0,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,36,3,10,9,0,23,,,,6,7,7,0,,,,,,0,0,0,0,,,0,,,,2.30,0,0,0,0
File,"SystemDefaultsSwitch.java",1,1,1,1,12,0,11,0,,,,2,0,0,3,,3,3,0,3,,0,1,0,2,,79,8,33,12,17,38,,,,15,22,12,10,,,,,,2,2,2,1,,,1,,,,1.15,5,5,5,3
File,"TaggedIOException.java",1,1,1,1,17,0,4,13,,,,1,2,1,5,,5,3,1,5,,0,0,0,5,,136,10,30,14,10,97,,,,11,18,11,7,,,,,,2,2,3,1,,,1,,,,3.23,6,6,8,5
File,"TaggedIOExceptionTest.java",1,1,1,1,9,0,9,0,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,45,6,20,14,7,19,,,,15,17,13,4,,,,,,1,1,1,1,,,0,,,,0.95,1,1,1,1
File,"TaggedInputStream.java",1,1,1,1,10,0,3,7,,,,1,0,0,4,,4,4,1,4,,0,0,1,3,,116,9,22,13,5,85,,,,11,16,12,4,,,,,,1,1,1,1,,,0,,,,3.86,4,4,4,4
File,"TaggedInputStreamTest.java",2,2,2,1,20,1,18,0,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,128,15,91,30,59,22,,,,55,66,24,42,,,,,,7,7,7,1,,,2,,,,0.24,10,10,10,4
File,"TaggedOutputStream.java",1,1,1,1,10,0,3,7,,,,1,0,0,4,,4,4,1,4,,0,0,1,3,,116,9,22,13,5,85,,,,11,16,12,4,,,,,,1,1,1,1,,,0,,,,3.86,4,4,4,4
File,"TaggedOutputStreamTest.java",4,4,4,1,28,2,25,1,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,126,14,90,21,57,22,,,,46,61,17,44,,,,,,7,7,7,1,,,2,,,,0.24,12,12,12,3
File,"Tailer.java",2,2,2,1,18,0,9,8,,,,1,7,4,20,,20,13,8,20,,0,1,1,18,,556,42,215,67,122,307,,,,109,151,55,96,,,,,,17,17,20,5,,,5,,,,1.43,43,42,47,24
File,"TailerListener.java",0,0,0,0,0,0,0,0,,,,1,0,0,0,,5,5,0,5,,5,0,0,0,,66,7,8,7,0,51,,,,6,7,7,0,,,,,,0,0,0,0,,,0,,,,6.38,0,0,0,0
File,"TailerListenerAdapter.java",1,1,1,1,8,0,2,6,,,,1,0,0,6,,6,6,0,6,,0,0,0,6,,86,7,20,13,0,59,,,,1,8,8,0,,,,,,1,1,1,1,,,0,,,,2.95,6,6,6,6
File,"TailerTest.java",1,1,1,1,15,1,13,1,,,,2,0,0,23,,23,23,8,23,,0,3,1,19,,487,67,370,152,247,59,,,,259,305,137,168,,,,,,5,5,5,1,,,3,,,,0.16,36,36,38,23
File,"TeeInputStream.java",1,1,1,1,15,0,6,8,,,,1,0,0,6,,6,6,2,6,,0,0,0,6,,153,12,52,22,21,89,,,,22,34,17,17,,,,,,2,2,2,1,,,1,,,,1.71,10,10,10,6
File,"TeeInputStreamTest.java",1,1,1,1,6,0,6,0,,,,1,0,0,8,,8,8,3,8,,0,0,0,8,,109,16,74,30,39,19,,,,48,57,22,35,,,,,,1,1,1,1,,,0,,,,0.26,8,8,8,8
File,"TeeOutputStream.java",1,1,1,1,10,0,4,6,,,,1,0,0,6,,6,6,1,6,,0,0,0,6,,108,10,38,16,14,61,,,,16,24,11,13,,,,,,1,1,1,1,,,1,,,,1.61,6,6,6,6
